datetime,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,pm25_station_count
2013-03-01 22:00:00,11.916667,16.75,15.166667,41.363636,591.666667,47.083333,0.483333,1030.316667,-18.2,0,1.641667,12
2013-03-01 23:00:00,12.25,17.916667,20.333333,36.416667,575,48.25,-0.175,1030.216667,-18.133333,0,1.908333,12
2013-03-02 00:00:00,10.833333,13.166667,16.75,33.25,524.916667,51.75,-0.575,1030.516667,-17.85,0,1.9,12
2013-03-02 01:00:00,6.75,12.25,14.75,28,483.333333,56,-1.333333,1030.858333,-17.508333,0,0.891667,12
2013-03-02 02:00:00,8,9.75,16.416667,31.25,500,51.25,-1.691667,1030.491667,-17.366667,0,1.358333,12
2013-03-02 03:00:00,8.333333,14.166667,14.25,32.916667,537.5,54.5,-2.241667,1030.283333,-17.1,0,1.05,12
2013-03-02 04:00:00,8.166667,13.75,15.833333,36.916667,533.333333,46.666667,-2.516667,1030.35,-17.133333,0,0.658333,12
2013-03-02 05:00:00,10.5,14.25,19.2724,42.123642,583.333333,38.4267,-2.45,1029.758333,-17.516667,0,1.158333,12
2013-03-02 06:00:00,9.583333,12.583333,18.75,45.5,633.333333,33.166667,-2.625,1029.041667,-17.5,0,1.116667,12
2013-03-02 07:00:00,10.416667,12.166667,23.25,50.75,675,27.166667,-2.208333,1029.55,-16.658333,0,1.158333,12
2013-03-02 08:00:00,9.833333,10.75,26.25,50,691.666667,29.75,-1.05,1029.341667,-17.066667,0,1.4,12
2013-03-02 09:00:00,11.583333,18.666667,29.583333,51.75,766.666667,29.5,0.125,1029.325,-17.066667,0,0.991667,12
2013-03-02 10:00:00,16.083333,24.75,27.833333,49.666667,675,33.833333,1.25,1028.758333,-17.141667,0,1.183333,12
2013-03-02 11:00:00,15.666667,22.166667,25.805556,54.5,791.583333,31.333333,2.058333,1028.05,-17.3,0,2.358333,12
2013-03-02 12:00:00,22.833333,28.916667,26.194444,56.916667,841.666667,31.75,2.816667,1026.916667,-17.216667,0,1.741667,12
2013-03-02 13:00:00,24.916667,32.666667,25.083333,48.166667,733.333333,42.166667,3.216667,1025.408333,-17.133333,0,1.016667,12
2013-03-02 14:00:00,28.166667,33.583333,25.166667,46.666667,783.333333,45.166667,3.525,1024.608333,-17.033333,0,0.9,12
2013-03-02 15:00:00,32.583333,36.833333,32.5,51.25,966.666667,43.583333,3.675,1023.891667,-16.866667,0,1.325,12
2013-03-02 16:00:00,39.833333,49.916667,40.25,58.333333,1108.333333,38.166667,3.375,1023.316667,-16.083333,0,1.65,12
2013-03-02 17:00:00,48.916667,62.333333,44.416667,63.25,1075,34.416667,2.508333,1023.108333,-15.116667,0,0.941667,12
2013-03-02 18:00:00,52.083333,69.75,46.416667,68.25,1100,28.5,1.7,1023.066667,-14.525,0,0.808333,12
2013-03-02 19:00:00,58.916667,78.333333,45.25,78.916667,1224.916667,16.583333,0.975,1022.716667,-14.308333,0,0.716667,12
2013-03-02 20:00:00,65.583333,87.833333,49.083333,90.083333,1549.666667,7.083333,0.5,1022.683333,-14.358333,0,0.958333,12
2013-03-02 21:00:00,79.666667,101.833333,56.583333,93.5,1783.25,4.166667,-0.05,1022.416667,-13.841667,0,0.775,12
2013-03-02 22:00:00,86.583333,106.25,57,95.583333,1899.833333,3.833333,-1.183333,1021.908333,-13.583333,0,0.658333,12
2013-03-02 23:00:00,89.583333,105.5,59.541667,93.75,2091.5,3.666667,-1.55,1020.9,-13.25,0,0.766667,12
2013-03-03 00:00:00,91.666667,109.666667,55,90.666667,2158,3.416667,-1.9,1020.05,-12.825,0,0.733333,12
2013-03-03 01:00:00,88.75,106.166667,55.433333,88.416667,2224.583333,3.833333,-2.3,1019.15,-12.85,0,1,12
2013-03-03 02:00:00,93.75,107.5,57.047222,87,2341.25,4.083333,-3.125,1017.958333,-12.416667,0,1.008333,12
2013-03-03 03:00:00,93.333333,109.25,55.716667,85.166667,2154,6.916667,-3.65,1017.016667,-12.383333,0,0.9,12
2013-03-03 04:00:00,86.083333,99.083333,51.302778,80.458333,2141.416667,4,-4.525,1016.575,-12.1,0,0.541667,12
2013-03-03 05:00:00,80.666667,91.666667,48,80.583333,2241.25,3.333333,-5.458333,1016.1,-11.516667,0,0.716667,12
2013-03-03 06:00:00,79.166667,93.666667,45.083333,78.666667,2308.083333,3.166667,-5.566667,1015.975,-11.616667,0,0.491667,12
2013-03-03 07:00:00,79.333333,95.75,46.25,77.333333,2424.75,3.25,-3.308333,1016.291667,-11.008333,0,0.9,12
2013-03-03 08:00:00,82.5,102.166667,54.733333,76.416667,2566.166667,4.833333,0.625,1015.758333,-12.708333,0,1.166667,12
2013-03-03 09:00:00,87.083333,113.25,63.658333,80.5,2416.333333,6.916667,3.475,1015.391667,-13.141667,0,0.716667,12
2013-03-03 10:00:00,89.916667,111.666667,65.895833,86.833333,2174.833333,11.166667,6.375,1014.475,-12.858333,0,1.283333,12
2013-03-03 11:00:00,95.166667,119.583333,68.05,91.416667,2133.166667,15.833333,9.933333,1013.341667,-12.166667,0,1.183333,12
2013-03-03 12:00:00,99.333333,125.666667,65.926389,99.916667,2233.333333,18.25,12.891667,1012.125,-13.216667,0,1.866667,12
2013-03-03 13:00:00,105.916667,140.166667,55.819444,86.166667,1716.416667,30.666667,15.116667,1010.841667,-13.35,0,3.55,12
2013-03-03 14:00:00,92.083333,127.25,37.166667,60.5,1183.25,51.083333,16.075,1010.225,-13.95,0,3.970833,12
2013-03-03 15:00:00,70.083333,116.416667,22.25,36.208333,733.333333,70.666667,16.441667,1009.925,-13.866667,0,3.225,12
2013-03-03 16:00:00,48.083333,99.583333,21.166667,34.645833,708.333333,70.416667,15.683333,1010.058333,-13.916667,0,2.133333,12
2013-03-03 17:00:00,45.25,104.75,21.583333,41.875,766.666667,66.333333,12.891667,1010.691667,-11.966667,0,1.366667,12
2013-03-03 18:00:00,48.333333,101.666667,28.625,61.604167,1024.833333,52,10.083333,1011.858333,-11.55,0,1.483333,12
2013-03-03 19:00:00,70.083333,144.083333,42.583333,88.833333,1416.416667,27.5,9.408333,1012.841667,-12.058333,0,1.325,12
2013-03-03 20:00:00,92.083333,171.416667,39.5,90.166667,1466.5,25.666667,9.041667,1013.008333,-11.525,0,0.766667,12
2013-03-03 21:00:00,88,128.166667,23.75,73.166667,1183.083333,28.75,5.766667,1013.266667,-10.833333,0,0.483333,12
2013-03-03 22:00:00,53.5,75.833333,22,68.75,1299.916667,17.916667,4.425,1013.725,-10.366667,0,1.216667,12
2013-03-03 23:00:00,42.833333,72.083333,22.416667,70.583333,1491.5,16.916667,7.775,1014.516667,-11.616667,0,1.625,12
2013-03-04 00:00:00,38.166667,65.333333,31.333333,66.666667,1883.166667,22.416667,8.916667,1015.458333,-12.391667,0,3.216667,12
2013-03-04 01:00:00,38.666667,64.75,25.166667,46,924.916667,37.583333,8.258333,1016.391667,-12.466667,0,2.641667,12
2013-03-04 02:00:00,23,43.083333,13.065267,20.343283,479.166667,64.75,7.375,1016.583333,-12.733333,0,2.279167,12
2013-03-04 03:00:00,11.5,27.916667,7.333333,15.333333,420.833333,69.416667,6.908333,1016.625,-13.283333,0,3.016667,12
2013-03-04 04:00:00,7.333333,17.583333,11,20.458333,433.333333,60.416667,5.591667,1017.391667,-13.083333,0,1.758333,12
2013-03-04 05:00:00,7.083333,19.541667,15.416667,29.25,483.333333,52.333333,3.875,1018.016667,-12.425,0,1.858333,12
2013-03-04 06:00:00,8.25,21.916667,18.833333,39,558.333333,42.916667,3.266667,1018.65,-12.058333,0,1.75,12
2013-03-04 07:00:00,9.583333,25,23.25,54.75,766.666667,25.25,6.241667,1019.475,-11.8,0,1.783333,12
2013-03-04 08:00:00,10.583333,32.25,28.75,61.416667,1166.416667,20.75,8.633333,1020.258333,-12.708333,0,2.433333,12
2013-03-04 09:00:00,17.166667,39,26.833333,40,716.666667,44.083333,10.075,1020.416667,-13.358333,0,2.316667,12
2013-03-04 10:00:00,13.666667,24.166667,17.083333,27.333333,574.916667,61.333333,11.408333,1020.058333,-13.475,0,1.883333,12
2013-03-04 11:00:00,11.166667,18.416667,13.083333,21.5,483.333333,69.333333,12.566667,1019.591667,-14.033333,0,2.733333,12
2013-03-04 12:00:00,11.666667,20.5,11.166667,19.011905,466.666667,74.583333,14,1018.433333,-14.433333,0,2.808333,12
2013-03-04 13:00:00,10.166667,16,8.083333,16.857143,433.333333,80.416667,14.758333,1017.308333,-14.15,0,2.216667,12
2013-03-04 14:00:00,8.416667,12.25,8.75,17.119048,425,82.583333,15.25,1016.383333,-14.408333,0,1.8,12
2013-03-04 15:00:00,11,14.833333,9.5,20.797619,450,83.083333,15.408333,1015.766667,-14.516667,0,2.241667,12
2013-03-04 16:00:00,14,18.5,10.166667,26.22619,483.333333,82.583333,14.558333,1015.216667,-14.208333,0,2.6,12
2013-03-04 17:00:00,17.333333,33.833333,10.333333,30.488095,500,86.666667,12.75,1015.475,-13.366667,0,2.541667,12
2013-03-04 18:00:00,22.25,38.916667,12.166667,41.333333,591.666667,74.916667,11.333333,1015.991667,-12.483333,0,2.266667,12
2013-03-04 19:00:00,30.636364,59.666667,17.25,62.083333,741.666667,50.166667,9.983333,1016.241667,-11.791667,0,2.141667,11
2013-03-04 20:00:00,37.454545,78.583333,25.25,74.5,949.916667,33.416667,8.45,1016.483333,-11.175,0,1.55,11
2013-03-04 21:00:00,49.909091,86.833333,31.583333,74.083333,1066.416667,30.416667,7.466667,1016.525,-10.825,0,1.691667,11
2013-03-04 22:00:00,60,94.25,34.916667,78.166667,1166.5,23.916667,7.075,1016.166667,-10.891667,0,1.95,11
2013-03-04 23:00:00,63.636364,95.5,41.333333,78.333333,1266.583333,90.666667,6.508333,1015.408333,-10.491667,0,1.741667,11
2013-03-05 00:00:00,73.818182,98.833333,48.625,69.166667,1200,90.666667,5.225,1014.925,-10.075,0,1.358333,11
2013-03-05 01:00:00,83,106.166667,54.708333,65.166667,1324.833333,90.666667,3.333333,1014.416667,-9.533333,0,0.875,11
2013-03-05 02:00:00,94.363636,116.833333,49.166667,56.75,1191.25,90.666667,1.666667,1014.066667,-9.533333,0,0.525,11
2013-03-05 03:00:00,102.454545,116.166667,45.666667,58.583333,1270.583333,90.666667,1.258333,1013.658333,-9.108333,0,0.583333,11
2013-03-05 04:00:00,103.181818,118,46.583333,67.833333,1516.416667,90.666667,0.65,1013.466667,-9.208333,0,1.233333,11
2013-03-05 05:00:00,109.272727,128.416667,48,70.166667,1874.666667,90.666667,-0.041667,1013.525,-9.125,0,0.55,11
2013-03-05 06:00:00,100.545455,113.083333,47.75,73.333333,1999.75,90.666667,-0.4,1013.266667,-8.7,0,1.008333,11
2013-03-05 07:00:00,96.545455,113.416667,50.166667,76.083333,2407.916667,90.666667,1.958333,1013.15,-8.65,0,0.683333,11
2013-03-05 08:00:00,98,122.666667,58.869048,76.75,2616.166667,90.666667,5.433333,1012.966667,-9.216667,0,1.116667,11
2013-03-05 09:00:00,103.454545,134.416667,67.02381,81.916667,2599.75,90.666667,7.558333,1012.383333,-9.008333,0,1.383333,11
2013-03-05 10:00:00,117.181818,152.5,71.409524,93.583333,2524.666667,90.666667,9.208333,1011.616667,-8.533333,0,1.466667,11
2013-03-05 11:00:00,123.909091,159,73.342857,101.181818,2174.666667,90.666667,10.716667,1010.666667,-8.475,0,1.441667,11
2013-03-05 12:00:00,116.727273,162.666667,71.042857,108.272727,1941.333333,25.083333,12.225,1009.275,-8.341667,0,0.883333,11
2013-03-05 13:00:00,114.636364,150.416667,70.042857,107.424242,1850,90.666667,13.041667,1007.991667,-8.208333,0,1.108333,11
2013-03-05 14:00:00,119.909091,155.583333,70.042857,114.358333,1899.916667,90.5,13.85,1007.25,-8.008333,0,1.533333,11
2013-03-05 15:00:00,136.727273,160.75,71.413333,108.6875,1891.333333,89.25,13.991667,1006.875,-7.683333,0,1.35,11
2013-03-05 16:00:00,153.454545,166.75,72.783333,107.71875,1866.583333,87.25,13.35,1006.75,-7.325,0,1.441667,11
2013-03-05 17:00:00,146.166667,185.75,77.319048,108.875,1849.75,79.333333,11.925,1007.258333,-7.058333,0,1.008333,12
2013-03-05 18:00:00,151.583333,209.5,73.630476,114.75,1858.333333,69.166667,9.258333,1007.733333,-6.225,0,0.908333,12
2013-03-05 19:00:00,169.75,219.25,69.714286,124.892857,2141.25,61.833333,6.608333,1008.183333,-5.766667,0,0.35,12
2013-03-05 20:00:00,197.416667,229.916667,65.309524,128.357143,2341.25,60,4.925,1008.508333,-5.458333,0,0.433333,12
2013-03-05 21:00:00,208.666667,237.25,62.357143,121.321429,2683,56.083333,4.241667,1008.558333,-4.958333,0,0.875,12
2013-03-05 22:00:00,214.666667,236.25,60.571429,124.625,2699.666667,55.75,4.616667,1008.508333,-5.65,0,1.025,12
2013-03-05 23:00:00,209.416667,228.083333,60.119048,120.125,2791.333333,55.75,4.533333,1008.233333,-6.141667,0,0.666667,12
2013-03-06 00:00:00,209.916667,222.083333,63,116.46535,2787.166667,55.666667,4.416667,1008.175,-6.391667,0,0.966667,12
2013-03-06 01:00:00,205.083333,218.333333,58.5,108.125,2524.75,54.833333,3.433333,1008.008333,-5.9,0,0.925,12
2013-03-06 02:00:00,185.166667,199.833333,59.979167,118.8,2408,54.083333,3.966667,1007.566667,-6.166667,0,1.116667,12
2013-03-06 03:00:00,171.416667,187.083333,58.583333,113,2312.25,54.083333,4,1007.383333,-6.3,0,1.2,12
2013-03-06 04:00:00,164.75,177.416667,65.789164,112.74252,2245.583333,54.083333,3.516667,1007.216667,-6.133333,0,1.058333,12
2013-03-06 05:00:00,165.666667,176.833333,65.28125,112.6,2174.666667,54.083333,3.491667,1007.558333,-5.883333,0,1.175,12
2013-03-06 06:00:00,167,175.166667,65.805556,112.2,2274.75,54.083333,3.758333,1008.058333,-5.75,0,1.216667,12
2013-03-06 07:00:00,169.583333,181.916667,69.483333,110,2324.666667,54.083333,5,1008.891667,-5.483333,0,1.2,12
2013-03-06 08:00:00,179.25,194.083333,76,104.545455,2182.916667,54.083333,6.141667,1008.858333,-5.191667,0,1.175,12
2013-03-06 09:00:00,181.25,202.583333,84,99.909091,2207.916667,54.083333,7.508333,1008.75,-5.458333,0,1.058333,12
2013-03-06 10:00:00,173.5,196.25,80.5,106.25,2658.083333,53.75,8.8,1008.366667,-5.333333,0,1.158333,12
2013-03-06 11:00:00,190.75,208.5,82,112.312975,2774.583333,53.583333,9.958333,1007.391667,-5.166667,0,1.116667,12
2013-03-06 12:00:00,201.416667,226.5,,116.454545,2841.416667,53.583333,10.991667,1006.425,-4.966667,0,0.708333,12
2013-03-06 13:00:00,212,236,,121.545455,2766.416667,53.333333,12.333333,1005.475,-4.55,0,1.1,12
2013-03-06 14:00:00,212.833333,234.833333,,119.1,2699.5,50.416667,13.708333,1004.916667,-4.266667,0,1.625,12
2013-03-06 15:00:00,217.1875,240.944444,,128.666667,2849.416667,48.916667,14.258333,1004.966667,-4.133333,0,1.858333,12
2013-03-06 16:00:00,218.958333,252.972222,,136.074074,2957.958333,45.25,13.941667,1005.041667,-4.175,0,0.883333,12
2013-03-06 17:00:00,208.729167,263.083333,,137.459259,2933.083333,40,11.658333,1005.6,-4,0,0.875,12
2013-03-06 18:00:00,214.666667,272.583333,,141.177778,2983,25.666667,8.508333,1006.441667,-3.65,0,0.6,12
2013-03-06 19:00:00,222.583333,282.916667,61,142.947884,3158.083333,25.5,6.775,1007.191667,-3.55,0,0.841667,12
2013-03-06 20:00:00,238.583333,291.416667,70.5,141.051323,3469.194444,25.5,5.283333,1007.741667,-3.325,0,0.658333,12
2013-03-06 21:00:00,248.111111,294.972222,67.5,141.599206,3617.555556,25.5,4.658333,1007.325,-3.291667,0,0.958333,12
2013-03-06 22:00:00,248.25,286.444444,63.5,138.31746,3833.083333,25.333333,4.966667,1007.116667,-3.233333,0,1.158333,12
2013-03-06 23:00:00,248.472222,284.25,53,135.230159,4087,24.916667,3.958333,1007.05,-3.025,0,1.108333,12
2013-03-07 00:00:00,252.833333,289,53,133.328571,4072.381944,24.916667,3.075,1006.933333,-3.116667,0,0.85,12
2013-03-07 01:00:00,245.916667,282.833333,58.75,127.8,3828.763889,24.25,2.575,1006.9,-3.216667,0,1.316667,12
2013-03-07 02:00:00,238.083333,270.833333,66.25,121.916667,3727.0625,24.25,2.366667,1006.575,-3.233333,0,0.875,12
2013-03-07 03:00:00,225.916667,255.416667,52.125,111.5,3624.5,24.25,0.9,1006.2,-3.566667,0,1.058333,12
2013-03-07 04:00:00,207.916667,237.833333,53.636364,107.083333,3750.083333,24.25,0.316667,1006.233333,-3.533333,0,0.991667,12
2013-03-07 05:00:00,206.583333,232.5,48.333333,103,3632.272727,24.25,0.583333,1006.408333,-3.383333,0,1.083333,12
2013-03-07 06:00:00,205.5,228.333333,47.25,103.333333,3543.355556,24.25,0.033333,1006.266667,-3.6,0,0.525,12
2013-03-07 07:00:00,203.916667,231.25,47.5,100.363636,3518.028571,24.25,3.133333,1006.475,-2.283333,0,0.708333,12
2013-03-07 08:00:00,205.222222,226.166667,58.262338,101.597403,3426.960847,24.25,8,1006.316667,-2.091667,0,0.891667,12
2013-03-07 09:00:00,209.527778,246.666667,66.944048,115.331169,3237.670899,24.25,9.475,1005.825,-2.166667,0,0.933333,12
2013-03-07 10:00:00,224.833333,260.916667,71.777381,125.164935,3404.380952,24.25,11.858333,1005.025,-2.633333,0,1.125,12
2013-03-07 11:00:00,241.993056,277.479167,71.194048,127.271429,3447.253968,24.25,15.233333,1003.25,-2.708333,0,1.983333,12
2013-03-07 12:00:00,260.236111,300.125,70.610714,121.05974,3271.164286,25.833333,16.341667,1001.15,-3.283333,0,2.616667,12
2013-03-07 13:00:00,253.604167,281.5625,68.702381,113.757143,3116.166667,38.333333,17.525,999.691667,-3.341667,0,2.35,12
2013-03-07 14:00:00,228.972222,248.25,69.035714,115.166667,2591.25,69.833333,17.833333,998.316667,-3.325,0,2.266667,12
2013-03-07 15:00:00,237.527778,253.208333,66.555556,107.777778,2441.583333,81.583333,18.275,997.308333,-3.05,0,2.308333,12
2013-03-07 16:00:00,199.166667,248.666667,56.858333,83.444444,2108.083333,89.25,17.758333,996.825,-2.333333,0,1.15,12
2013-03-07 17:00:00,187.444444,223.5,66.616667,93.666667,2216.333333,90.166667,15.45,996.566667,-2.375,0,1.008333,12
2013-03-07 18:00:00,210.138889,265.583333,68.977273,123.25,2408.083333,90.166667,12.733333,997.033333,-2.116667,0,1.058333,12
2013-03-07 19:00:00,206.818182,264.22619,66.418182,145.8,2816.291667,19,11.558333,997.375,-1.9,0,1.066667,11
2013-03-07 20:00:00,213.848485,274.702381,69.786667,161.5,3413.416667,90.166667,10.533333,997.383333,-1.433333,0,0.841667,11
2013-03-07 21:00:00,250.69697,308.261905,69.070833,161.214286,3858.729167,90.166667,8.583333,997.575,-1.2,0,0.925,11
2013-03-07 22:00:00,269.712121,329.846429,67.908333,143.619048,4010.736905,90.166667,7.583333,997.875,-1.583333,0,0.991667,11
2013-03-07 23:00:00,272.24,321.819841,63.0375,137.428571,3953.721429,90.166667,7.016667,997.908333,-1.716667,0,0.75,10
2013-03-08 00:00:00,252.096667,322.376587,59.591667,132.678571,3863.457143,90.166667,5.233333,997.866667,-1.9,0,0.616667,10
2013-03-08 01:00:00,266.203333,315.558333,60.395833,124.961905,3868.561039,90.166667,4.533333,998.108333,-2.116667,0,0.816667,10
2013-03-08 02:00:00,272.91,326.472222,55.25,121.129252,3755.21039,90.166667,3.775,997.841667,-2.35,0,0.675,10
2013-03-08 03:00:00,272.515152,311.236111,54.388889,121.571429,3639.796104,90.166667,3.325,997.591667,-2.391667,0,0.75,11
2013-03-08 04:00:00,259.227273,287.416667,56.545455,114.375,3506.927273,90.166667,5.066667,998.041667,-2.941667,0,1.683333,11
2013-03-08 05:00:00,248.636364,271.833333,49,114.333333,3418,90.166667,4.625,998.733333,-2.808333,0,0.65,11
2013-03-08 06:00:00,232.363636,251.305556,45.833333,105.555556,3242.506494,90.166667,4.116667,999.35,-2.816667,0,0.8,11
2013-03-08 07:00:00,212.545455,225.111111,45.416667,113.483333,3510.831169,90.166667,7.616667,999.958333,-1.591667,0,1.05,11
2013-03-08 08:00:00,192,244.083333,58.395833,111.066667,3517.792208,90.166667,11.25,1000.416667,-1.408333,0,1.016667,12
2013-03-08 09:00:00,205.833333,253.583333,63.8396,113.879433,3279.38961,90.166667,15.958333,1000.616667,-2.216667,0,1.191667,12
2013-03-08 10:00:00,229.541667,284.041667,66.170767,112.96102,3045.487013,90.166667,18.675,1000.35,-2.758333,0,1.575,12
2013-03-08 11:00:00,212.25,244.25,63.395833,118.066667,2811.584416,90.166667,20.383333,999.875,-3.05,0,3.116667,12
2013-03-08 12:00:00,164.75,198.25,46.041667,102.863636,2191.5,91,21.066667,998.966667,-3.091667,0,3.033333,12
2013-03-08 13:00:00,162.055556,209.527778,41.347222,92.5862,1697.111111,94.166667,20.041667,998.216667,-1.341667,0,3.419444,12
2013-03-08 14:00:00,185.805556,257.180556,49.261111,92.501433,2099.5,95.75,16.066667,998.358333,0.75,0,4.547222,12
2013-03-08 15:00:00,228.166667,276.694444,67.008333,104.527778,2892.569444,99.583333,13.533333,999.125,-0.05,0,3.516667,12
2013-03-08 16:00:00,181.805556,252.805556,62.852778,88.138889,2105.277778,97.833333,11.9,999.575,-0.6,0,2.725,12
2013-03-08 17:00:00,135.333333,191.333333,52.613889,68.833333,1399.75,92.916667,10.458333,999.575,-0.991667,0,2.758333,12
2013-03-08 18:00:00,101.166667,136.75,45.416667,61.166667,1100,92.916667,9.383333,1000.225,-1.2,0,1.508333,12
2013-03-08 19:00:00,86,119.916667,38.75,62.166667,1124.916667,92.916667,8.383333,1000.15,-1.366667,0,1.741667,12
2013-03-08 20:00:00,87.833333,111.5,41.083333,67,1158.333333,92.916667,7.575,1000,-2.4,0,1.916667,12
2013-03-08 21:00:00,80,101,38.75,65.583333,1216.583333,92.916667,6.691667,999.675,-2.808333,0,1.608333,12
2013-03-08 22:00:00,80.666667,92.416667,41.25,70.666667,1433.166667,92.916667,6.108333,998.758333,-3.783333,0,1.375,12
2013-03-08 23:00:00,80.083333,92.833333,46.916667,71.583333,1591.583333,92.916667,5.358333,997.183333,-3.883333,0,1.008333,12
2013-03-09 00:00:00,68,82.5,50,71.083333,1783.083333,92.916667,4.066667,995.75,-3.65,0,0.708333,12
2013-03-09 01:00:00,74.666667,89.333333,50.666667,65.166667,1949.666667,92.916667,3.075,994.633333,-3.391667,0,0.683333,12
2013-03-09 02:00:00,75.916667,99.166667,44.25,60.75,1866.416667,92.916667,2.483333,993.741667,-3.416667,0,0.95,12
2013-03-09 03:00:00,95.5,103.75,38.75,63.5,1878.833333,92.916667,2.016667,992.541667,-3.591667,0,1.108333,12
2013-03-09 04:00:00,88.916667,103.083333,38.25,68.375,1883.083333,92.916667,1.758333,991.558333,-3.333333,0,0.375,12
2013-03-09 05:00:00,88.583333,106.083333,43.833333,77.916667,2266.5,92.916667,2.291667,991.75,-3.416667,0,1.058333,12
2013-03-09 06:00:00,95.833333,117.833333,46.666667,83.75,2374.666667,92.916667,2.725,991.875,-3.175,0,0.95,12
2013-03-09 07:00:00,106.25,127.416667,52.5,86.166667,2233,92.916667,4.675,992.7,-2.508333,0,1.85,12
2013-03-09 08:00:00,110.25,147,59.305556,84.833333,2249.833333,92.916667,8.991667,993.975,-2.416667,0,2.05,12
2013-03-09 09:00:00,120.666667,170.424242,62.888889,82.333333,1966.25,92.916667,16.091667,995.625,-1.591667,0,3.927273,12
2013-03-09 10:00:00,124.583333,264.91342,54.847222,62.916667,1566.666667,92.916667,16.233333,998.083333,-6.25,0,4.263636,12
2013-03-09 11:00:00,69.083333,287.47619,33.75,32.545455,658.333333,92.916667,13.791667,1001.041667,-10.558333,0,4.6,12
2013-03-09 12:00:00,60,284.675952,6.220436,14.353,313.636364,92.916667,11.708333,1003.941667,-15.508333,0,4.381818,11
2013-03-09 13:00:00,49.272727,271.425714,3.636364,12.2,263.636364,94.166667,10.016667,1006.3,-17.958333,0,4.254545,11
2013-03-09 14:00:00,45,261.725476,3.181818,11.2,263.636364,91.416667,10.058333,1007.675,-18.233333,0,4.1,11
2013-03-09 15:00:00,30.272727,252.025238,3.272727,11.9,272.727273,88.833333,10.041667,1008.958333,-18.166667,0,4.272727,11
2013-03-09 16:00:00,16.909091,228.545455,3.727273,12.5,281.818182,88.25,10.15,1010.475,-18.933333,0,4.545455,11
2013-03-09 17:00:00,13.727273,168.818182,4,13.4,281.818182,87.833333,8.708333,1012.566667,-19.216667,0,4.283333,11
2013-03-09 18:00:00,13.272727,121.272727,3.909091,14.3,290.909091,87.083333,7.416667,1015.433333,-19.541667,0,4.458333,11
