date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013-04-30,22.88226,61.758838,6.657828,36.725063,415.826705,72.823962,21.079861,1007.792014,-6.459028,0,2.078125
2013-05-01,39.087121,90.806818,16.155303,40.280303,621.780303,85.543371,17.557292,1008.978125,0.463889,0,1.690278
2013-05-02,77.086963,123.943497,40.396916,51.839192,1052.310606,86.500893,19.008681,1005.971875,3.463542,0,2.126389
2013-05-03,63.326389,80.430556,21.857639,31.381944,816.640625,117.592823,18.119097,1010.672222,6.013194,0.001042,2.053472
2013-05-04,94.586806,123.763889,23.897294,38.532217,780.034722,103.648533,19.014236,1010.351042,6.959375,0,1.912847
2013-05-05,171.78125,220.506944,44.670139,65.142361,1361.588542,109.527778,20.712153,1010.122222,10.750347,0,1.320833
2013-05-06,213.150253,250.164457,33.873895,56.821338,1577.850221,136.825893,23.186458,1008.178819,12.180208,0,1.426736
2013-05-07,157.893939,208.132576,45.526515,71.113636,1392.636364,128.564394,23.442708,1008.732986,11.802431,0,1.426736
2013-05-08,144.630682,167.386364,58.233956,61.130536,1581.191098,88.663889,20.518403,1007.754514,11.294097,0.009375,1.681597
2013-05-09,49.992424,63.219697,13.837858,47.652376,593.030303,48.985803,17.585764,1003.559028,11.269097,0,1.339583
2013-05-10,43.113636,85.431818,9.583333,42.352652,523.068182,58.698864,21.515972,995.470139,2.759028,0,2.428125
2013-05-11,38.644318,109.460985,12.25743,54.062542,481.891835,48.621041,23.744792,989.463542,-0.347222,0,2.145139
2013-05-12,38.5,85.879167,13.922039,45.928241,554.65787,61.686348,22.451389,994.023264,-1.631597,0,1.483681
2013-05-13,87.822727,166.121212,55.180473,67.40303,1536.553851,80.282587,21.476736,996.271181,4.968056,0,1.448958
2013-05-14,54.337121,114.348485,11.304924,42.822538,674.093992,81.468266,24.045139,1001.933681,2.706944,0,2.177083
2013-05-15,63.28125,145.013258,43.044675,54.426686,1258.270034,99.864385,22.333681,1009.950694,6.338542,0,1.651042
2013-05-16,60.234375,113.954861,25.423561,48.056845,981.056061,96.947819,21.242361,1010.514583,9.663889,0,1.640625
2013-05-17,112.274306,145.097222,30.461806,51.965278,1239.219907,92.956125,20.761111,1005.525694,12.346528,0,1.529861
2013-05-18,124.927083,151.899306,24.589475,45.996272,1230.912037,82.458241,20.885069,1000.094792,14.022569,0,2.107986
2013-05-19,55.034722,150.284722,8.965278,30.188131,596.180556,61.316027,20.526736,994.565972,3.581597,0,3.136458
2013-05-20,39.229167,126.135417,13.159222,39.878157,438.082837,77.280749,21.515278,994.488542,0.458681,0,2.701736
2013-05-21,95.015625,214.515625,39.10735,61.843851,1206.985119,108.938817,22.80625,993.501389,9.696875,0,1.468056
2013-05-22,74.743056,141.545139,34.077769,60.385558,1305.710695,96.215684,22.974306,1004.370486,7.609028,0,1.485764
2013-05-23,72.598958,136.461806,29.315972,73.395833,1158.988194,83.669637,22.999306,1004.072222,8.933333,0,1.139236
2013-05-24,95.173611,154.572917,20.524306,60.84375,1431.258681,72.734375,24.045486,1005.823611,12.617014,0.001736,1.608681
2013-05-25,61.072917,110.322917,24.701389,53,986.923611,101.788194,24.589236,1004.402431,12.721875,0,1.589236
2013-05-26,99.166667,114.055556,29.364583,48.1875,1436.684028,42.652778,20.998264,1002.729514,16.971181,0.072569,1.840625
2013-05-27,59.659722,60.222222,6.9375,36.104167,880.15625,53.846609,19.054167,1001.546875,15.970139,0.055208,1.117708
2013-05-28,74.590278,78.145833,5.508681,53.496528,999.592014,18.88118,19.975,999.564583,15.679514,0.039583,1.461458
2013-05-29,15.989583,50.828125,5.605903,24.526862,285.385101,69.863642,24.430208,1003.117361,2.171875,0,3.048611
2013-05-30,53.652778,125.791667,16.67295,62.334101,691.265152,94.680659,25.688542,999.931597,6.565278,0,2.2875
2013-05-31,96.222222,154.888889,33.909722,41.996528,914.955492,128.608877,24.773611,996.557292,14.073611,0,1.686458
2013-06-01,69.711806,109.840278,11.131944,44.684075,659.407828,84.401291,25.075694,1000.425,8.11875,0,1.3875
2013-06-02,163.055556,195.399306,38.458333,53.743056,1881.010417,78.466204,21.987847,998.728125,15.675347,0,1.405556
2013-06-03,125.631944,142.597222,19.517361,51.53125,1388.034722,123.760653,25.654167,998.853819,14.138194,0,1.265625
2013-06-04,126.979167,146.095486,26.201111,59.392008,1877,71.590199,20.682986,1005.747917,16.477431,0.676042,1.624306
2013-06-05,124.681818,109.027778,6.454861,45.479167,1668.222222,26.315972,18.829514,1006.055556,17.872917,0.2125,1.190972
2013-06-06,128.677083,121.965278,9.535985,50.819444,2152.302083,8.360351,19.304861,1004.211111,18.258681,0.022569,1.006597
2013-06-07,126.530934,120.15625,10.09233,52.297319,2242.260417,3.922289,20.267014,1002.447917,19.146181,0.752083,0.991319
2013-06-08,154.003788,159.392361,8.74585,53.538057,2467.648832,3.899427,20.045139,1001.685417,19.298611,0.089931,0.813889
2013-06-09,44.268624,45.680556,4.610294,38.522667,973.018519,21.48458,18.155556,1004.553125,16.936458,0.488194,1.394097
2013-06-10,20.763889,32.439236,3.979027,37.032353,564.059028,43.631637,20.523611,1006.416319,14.776389,0.005208,0.963542
2013-06-11,52.618056,72.923611,5.230045,45.46164,576.136364,70.044824,20.850694,1002.336806,14.86875,0.244792,1.46875
2013-06-12,54.598958,67.690972,14.183472,31.467074,815.310606,114.405176,21.59375,1001.834722,14.438542,0.001042,1.484028
2013-06-13,102.515625,130.71875,32.695707,45.672423,1238.689394,135.814391,24.302083,1002.209028,15.559028,0,1.507986
2013-06-14,111.64678,161.378472,28.304764,52.268869,1098.122475,154.28391,26.169097,1001.936458,13.433333,0,1.916319
2013-06-15,124.225694,172.0625,35.79235,64.153043,1542.896465,131.683234,25.543056,1000.998264,15.738889,0,1.197917
2013-06-16,165.576389,170.614583,22.854299,66.417004,1929.849567,53.65283,22.474306,997.707986,18.915625,0.067014,1.129514
2013-06-17,42.526042,48.095486,6.809183,37.29329,903.734524,88.718786,25.890625,995.502778,16.954514,0.000347,1.367708
2013-06-18,43.118056,80.529514,8.732838,61.430264,733.916456,93.493284,27.605903,991.764931,16.393056,0,1.546181
2013-06-19,45.302083,80.46875,11.466478,41.465005,891.776726,109.628661,28.859028,996.556597,15.926736,0,1.171875
2013-06-20,58.909091,107.663194,16.111785,64.537003,1164.348316,64.813359,26.797569,1001.217708,18.044792,0,1.006597
2013-06-21,50.392045,86.350694,10.596236,50.68948,935.230556,69.828159,26.172569,1003.196875,17.787847,0,1.660764
2013-06-22,46.428819,52.642361,4.592268,40.94874,701.25,38.595846,21.612847,1002.317708,19.013194,0.229167,1.058681
2013-06-23,46.75,53.875,7.448368,37.601045,896.59375,98.296419,25.772569,997.674653,17.423264,0,1.266667
2013-06-24,114.774306,124.097222,8.272431,37.217008,1246.554167,116.718519,24.657292,996.2875,20.0625,0.238542,1.442361
2013-06-25,103.286458,96.447917,8.536871,41.975962,1884.065278,45.463592,21.967014,994.396875,20.705903,0.096181,1.139583
2013-06-26,139.397569,126.239583,6.417679,40.469974,1707.953704,103.58429,25.865278,991.157292,21.355556,0.001389,1.425347
2013-06-27,89.274306,100.385417,9.291443,44.712932,921.023148,113.994575,27.820486,992.068403,19.189236,0,1.419097
2013-06-28,282.256944,276.569444,17.197537,54.124344,2337.577083,68.190242,25.089583,995.026042,22.248611,0.632639,1.415625
2013-06-29,95.670139,93.652778,5.959923,44.125547,1522.9375,50.579806,22.949653,998.277431,21.394444,0.029861,1.032639
2013-06-30,206.381629,190.309343,10.219454,53.609105,2348.327778,43.028787,24.982986,997.602778,23.047917,0.008333,0.919444
2013-07-01,166.171875,141.692235,9.035103,54.049029,2081.975463,19.410304,24.902431,992.931944,23.319444,1.1875,1.317708
2013-07-02,14.140152,25.978851,4.475811,25.854864,482.59596,77.214837,28.882639,989.435417,17.7125,0.461458,2.276389
2013-07-03,26.482639,59.029514,7.963432,43.610979,618.821591,70.900308,29.668403,989.610069,19.014236,0,1.214931
2013-07-04,21.923611,56.633681,6.152175,40.08278,522.504293,71.921246,28.247222,988.493403,18.131944,0.05625,1.429861
2013-07-05,19.611111,39.236111,6.018956,33.337019,467.424242,86.329861,29.304167,992.141319,17.735069,0,1.457639
2013-07-06,55.09375,97.121528,12.506567,40.120325,887.643939,136.113665,29.193403,994.877431,19.835417,0.353819,1.860069
2013-07-07,87.788194,97.190972,7.567219,26.093597,892.317803,137.616574,27.278472,994.194444,22.510069,0.233333,1.356944
2013-07-08,87.927904,74.059028,4.621015,34.741461,933.315152,92.521603,25.370833,996.333681,23.489931,1.118403,0.977778
2013-07-09,80.689394,50.447917,4.435876,42.908166,939.244841,34.019706,24.256944,997.309722,23.279514,0.397569,0.890625
2013-07-10,27.988636,28.366319,5.802682,39.288548,705.694444,20.769902,23.339583,999.286806,21.692361,0.192708,0.838542
2013-07-11,34.784091,46.241319,4.194297,39.781686,722.121212,38.628725,24.723611,1000.06875,20.979167,0,0.803472
2013-07-12,65.772727,73.614583,4.637839,34.452769,900.909091,97.856414,26.752431,999.725694,21.815625,0,1.353472
2013-07-13,126.787879,105.241319,6.182768,27.352422,1237.386364,113.070894,27.778125,1000.848958,23.131597,0,1.1875
2013-07-14,109.534091,95.232639,10.651869,27.997548,1101.041667,92.791387,26.753125,1001.408681,21.871181,0.502083,1.466667
2013-07-15,42.738636,28.318813,3.637492,32.746903,1196.875,17.568174,23.916319,993.219444,23.466667,2.429861,0.944444
2013-07-16,19.482955,26.448706,4.658193,28.77063,536.678241,53.514336,27.344097,994.065625,16.188889,0.001736,1.845833
2013-07-17,38.263258,65.84375,9.513711,38.646525,716.921296,94.430801,27.066319,999.138542,17.926389,0,1.453472
2013-07-18,149.121528,124.253472,11.928825,34.552624,1660.37037,83.981449,26.033681,998.369792,22.377431,0,1.512847
2013-07-19,135.197917,120.319444,7.438271,39.574666,1127.916667,91.386613,26.755208,996.225347,21.660069,0,1.037153
2013-07-20,73.888889,92.859375,5.553597,38.024967,812.5,95.094523,27.956597,997.889931,20.035764,0.000347,1.244444
2013-07-21,77.940972,99.40625,6.837055,39.695222,959.791667,92.890151,27.122222,998.806597,21.512153,0,1.133681
2013-07-22,96.340278,117.277778,12.825044,45.27936,1185.347222,97.747282,26.614931,998.004514,20.568056,0,0.992014
2013-07-23,53.378472,74.71875,6.237815,31.141753,746.111111,108.280275,27.153472,993.913194,19.301042,0,1.785069
2013-07-24,35.064394,62.173611,6.294541,39.388345,535.138889,71.040313,29.898958,993.761458,18.188542,0,1.420486
2013-07-25,29.359848,67.867424,8.598073,37.921066,731.944444,100.307478,30.090278,995.493056,18.402778,0,1.590278
2013-07-26,46.993371,73.323548,19.285407,52.782269,1562.87037,30.33014,25.677083,997.285417,21.142361,0.084722,1.170139
2013-07-27,104.920139,90.246528,5.84545,54.106777,1520.416667,23.78975,25.020139,994.612847,23.343056,0.072569,0.801389
2013-07-28,56.572917,56.423611,6.807487,39.536191,1053.541667,76.331812,29.720486,993.986458,21.504514,0,1.270139
2013-07-29,62.09375,98.748264,5.720249,65.253743,878.75,54.440997,28.609028,993.845486,23.337847,0.005208,1.04375
2013-07-30,107.541035,113.900253,7.10567,45.217256,1029.444444,127.286806,28.832292,991.568056,22.849306,0.479861,1.458681
2013-07-31,42.806818,55.21875,5.638734,28.852156,622.5,127.194976,26.111111,993.7,21.644792,0.961458,1.688889
2013-08-01,37.579861,35.144097,4.134258,40.346026,647.291667,62.069455,23.314583,997.560069,21.378819,0.182986,0.920833
2013-08-02,69.753472,67.434028,6.904994,39.54057,939.791667,90.072415,25.661806,999.648958,20.995833,0.029167,1.109722
2013-08-03,28.40625,50.717014,5.103963,33.770166,529.791667,123.763738,27.495833,997.405208,19.263542,0.000694,1.371875
2013-08-04,76.604167,93.708333,8.52732,33.749619,782.152778,123.655766,27.261111,993.965972,21.485069,0.355208,1.496875
2013-08-05,42.895833,51.758681,5.041772,35.827956,602.789352,120.420663,26.560417,992.145486,20.924653,0.001736,1.085417
2013-08-06,132.53125,144.541667,6.512961,43.521733,1012.908124,105.628805,29.089583,993.320486,24.890278,0.123611,1.176389
2013-08-07,33.069444,33.307292,6.553108,31.097164,593.634259,58.714328,25.389236,996.372569,21.543403,0.170139,1.522222
2013-08-08,28.927083,53.25,8.194039,37.703648,658.958333,83.659174,28.134028,994.212153,20.354514,0,1.445139
2013-08-09,36.635417,71.206597,9.870492,39.917594,589.305556,108.009774,29.067361,995.068403,19.951389,0,1.214236
2013-08-10,91.493687,129.187184,11.232336,37.945798,926.851852,132.268956,29.944097,998.671875,23.947917,0,1.285069
2013-08-11,145.943182,133.13447,9.794621,38.21966,1298.009259,59.61169,27.082986,999.842014,25.358333,1.611806,1.327083
2013-08-12,49.891414,44.792298,5.831702,24.084071,630.694444,71.677028,26.8125,998.919792,23.638542,0.006597,1.404514
2013-08-13,91.260417,92.440972,11.382219,30.071847,1002.291667,96.297448,28.336648,998.711111,24.216225,0.044792,1.430035
2013-08-14,70.862847,92.802083,8.263464,32.758012,828.298611,105.992979,28.969097,997.902778,24.344792,0.000347,1.464583
2013-08-15,120.815972,131.722222,6.129363,38.473811,1102.083333,97.562989,29.908681,996.434375,26.276736,0.022917,1.188194
2013-08-16,123.194444,141.644097,4.465686,50.006217,1209.027778,94.188042,29.040278,991.571528,26.588194,0.021181,1.056597
2013-08-17,41.774306,62.289931,6.268714,35.134693,545.754419,74.092758,31.073958,995.369444,16.030903,0,2.070833
2013-08-18,12.104167,34.541667,3.900667,28.099232,437.310606,76.506944,28.937153,1002.096875,15.323264,0,1.462847
2013-08-19,19.871528,46.114583,4.524619,41.206829,592.881944,76.474235,27.945139,1004.080208,15.633333,0,1.118056
2013-08-20,81.552083,117.59375,9.322561,49.612387,1263.352273,91.454781,26.083681,1003.198611,21.140278,0.081597,1.190972
2013-08-21,99.510417,92.144097,7.224894,44.902602,1160.243056,82.77891,26.052778,1001.932639,21.402778,0.008681,1.159375
2013-08-22,110.921875,126.4375,5.3758,68.806403,1221.701389,33.67213,24.025347,1002.94375,21.64375,0.006944,0.798264
2013-08-23,47.760417,63.979167,6.391094,44.977865,836.805556,53.559028,27.325694,1003.112847,17.616319,0.000694,1.131597
2013-08-24,28.253472,69.53125,5.485856,49.564154,697.048611,68.850694,27.25,1003.103819,15.898611,0,1.14375
2013-08-25,34.75,77.861111,5.984097,46.652486,698.611111,112.517913,27.739931,1000.405903,16.638194,0,1.531944
2013-08-26,48.635417,100.329861,10.393431,37.936069,893.923611,117.006408,28.004514,999.785069,17.6375,0,1.928819
2013-08-27,60.923611,84.604167,12.464297,42.699346,1380.381944,43.740671,24.233333,1001.333681,20.683333,0.132639,1.713194
2013-08-28,70.131944,61.034722,6.163911,49.170578,1904.166667,34.294951,23.530556,993.833333,21.948958,0.572917,1.070486
2013-08-29,25.715278,36.392361,3.660531,28.603269,754.513889,38.690047,24.407292,997.179861,12.134375,0,2.975694
2013-08-30,8.84375,24.579861,2.282128,23.468271,388.715278,48.579861,22.408333,1005.859375,10.447569,0.000347,1.646875
2013-08-31,15.881944,41.229167,6.653492,36.208006,481.770833,44.291667,22.932639,1005.873611,11.184722,0,1.425694
2013-09-01,37.378472,76.222222,9.657817,37.813809,888.715278,76.862035,22.863194,1007.461458,15.066319,0.077431,1.320486
2013-09-02,47.081597,66.314236,11.028317,38.433864,932.986111,92.241211,22.511458,1009.580903,15.636111,0,1.252778
2013-09-03,89.680556,112.798611,11.884964,44.341792,1202.777778,99.305556,23.299653,1010.056597,17.595486,0.086111,1.262153
2013-09-04,64.850694,61.538194,7.07485,42.21399,1104.513889,66.673611,20.115972,1010.000347,18.345139,0.820833,1.060069
2013-09-05,19.857639,25.810764,4.058282,27.11939,659.027778,65.055556,21.146528,1008.399306,15.604514,0.214583,1.468403
2013-09-06,64.420139,65.625,10.379697,43.902067,1465.017361,61.069182,21.120139,1010.10625,16.705903,0.078819,1.220139
2013-09-07,66.84375,75.036458,6.543736,44.762876,1240.443497,69.82136,22.337153,1010.8125,15.7,0,1.054167
2013-09-08,89.284722,115.006944,16.503556,56.120323,1503.914141,54.824105,21.388889,1010.414583,17.492708,0.170486,1.038542
2013-09-09,76.625,77.987847,9.146706,40.314739,970.328283,66.555501,21.519792,1006.788542,17.505903,0.023611,1.280903
2013-09-10,53.107639,71.711806,7.241125,42.752363,725.868056,37.98721,22.617361,1006.319792,12.389583,0,1.315972
2013-09-11,60.569444,102.552083,13.947056,50.986649,949.05303,75.05444,22.027431,1008.3125,14.428819,0,1.403819
2013-09-12,143.350694,175.972222,22.647458,75.074323,1608.680556,58.168383,21.8625,1005.49375,17.778819,0.282986,1.063194
2013-09-13,83.826389,95.897569,3.11975,49.129785,1138.194444,19.262619,19.581944,1000.422569,18.593403,0.069792,1.132639
2013-09-14,45.527778,56.076389,4.155403,44.93078,962.673611,30.492638,23.159722,1002.638194,13.383681,0.002778,1.273958
2013-09-15,19.871528,57.395833,9.309975,44.619875,590.798611,41.167327,20.615625,1007.737153,9.069097,0,1.244444
2013-09-16,46.175347,93.805556,13.166053,57.091453,1107.118056,33.433965,20.682986,1005.597569,14.937847,0.001042,1.096528
2013-09-17,82.979167,113.798611,9.218764,70.845248,2045.486111,4.756192,20.208681,1009.056944,18.345486,0.097917,0.766319
2013-09-18,104.958333,101.607639,10.423631,54.695049,2218.055556,28.865511,21.353472,1012.687847,19.778472,0.287847,1.01875
2013-09-19,110.569444,101.142361,11.339847,43.340851,1726.203125,50.668544,21.727083,1007.208333,19.549653,0.046528,1.038542
2013-09-20,44.4375,54.927083,2.797917,39.645512,770.788194,44.868056,22.059722,1009.26875,14.247917,0,1.126389
2013-09-21,40.84375,74.673611,6.723917,45.471111,712.847222,72.40625,22.732639,1009.448264,14.751042,0,1.347222
2013-09-22,71.204861,104.284722,7.427244,69.152272,1274.826389,15.234375,20.300347,1009.121181,17.276389,0.004514,0.834028
2013-09-23,28.111111,43.416667,4.694675,36.911873,754.861111,15.568676,15.904514,1012.626389,9.670833,0.470833,1.746875
2013-09-24,9.760417,28.329861,4.985128,34.619322,402.951389,26.390625,15.046875,1015.952431,3.448958,0,1.459028
2013-09-25,12.072917,42.135417,5.035003,42.699451,430.208333,32.913194,16.217708,1014.367708,2.275,0,1.681597
2013-09-26,39.050347,87.590278,13.155328,62.706222,881.25,31.976193,16.204167,1010.607292,6.947222,0,1.099306
2013-09-27,145.473958,206.465278,22.328781,86.312656,1682.986111,66.956469,16.773264,1005.452083,10.947222,0,0.992708
2013-09-28,229.163194,257.517361,15.077167,73.148651,1531.171086,53.489347,15.951042,1005.350347,12.214931,0,0.895139
2013-09-29,212.491319,207.652778,13.431025,79.025296,1575.804924,24.065666,17.285069,1011.631597,14.653472,0,0.85
2013-09-30,145.299716,139.583018,19.609937,71.766475,1574.471952,19.33475,18.605556,1012.570139,16.488889,0,0.799306
2013-10-01,76.651515,74.689394,5.423753,50.286832,1248.823529,23.477648,17.795833,1011.167014,15.051389,0.391319,1.050347
2013-10-02,16.081124,29.10101,5.090253,36.136085,411.193182,39.583095,17.074653,1014.801736,4.221181,0,1.642361
2013-10-03,59.083333,90.510417,25.665215,55.072538,1360.164141,36.063022,15.435764,1012.020833,9.818056,0,1.360764
2013-10-04,132.28125,158.135417,30.656556,68.064328,2107.866162,41.859291,16.890972,1008.14375,12.913889,0,0.943056
2013-10-05,282.020833,290.875,20.971131,82.162275,2425.246212,41.370097,17.299653,1013.740278,13.898958,0,0.857639
2013-10-06,207.90625,197.069444,21.557906,70.821047,2568.333333,18.503847,16.310764,1016.375347,14.478819,0,0.848264
2013-10-07,83.427083,89.246528,16.151594,47.049841,1294.583333,26.67976,19.000694,1016.525694,9.078125,0,1.489583
2013-10-08,55.057292,81.736111,21.244183,51.499656,950.530303,42.818774,17.356597,1013.310764,10.412847,0.000694,1.292361
2013-10-09,130.670139,163.583333,14.314272,81.419941,1560.833333,13.987992,15.080903,1004.980556,12.224653,0,0.919444
2013-10-10,79.625,106.131944,10.462744,40.096565,812.083333,37.363537,16.622917,1005.381597,5.595486,0,2.826389
2013-10-11,43.315972,83.989583,14.597656,62.892278,778.958333,34.274829,14.678819,1009.329514,5.490625,0,1.186111
2013-10-12,59.868056,92.135417,9.882586,74.015805,867.708333,31.180685,15.905208,1012.226042,7.567361,0,0.982986
